song_name,artist_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
I Am A Pilgrim,Michael Bloomfield,,,,,,,,,,,,,
Ine Mono Ekloges,Imiskoubria,0.619,0.774,8,-7.235,1,0.318,0.0209,0,0.112,0.67,93.251,246480,4
DJ's & MC's,Rodney O_ Joe Cooley,,,,,,,,,,,,,
Let Men Burn Stars,M83,0.244,0.583,9,-11.303,0,0.0471,0.853,0.985,0.0946,0.275,135.178,117040,4
Das Guru,Jazzy B,,,,,,,,,,,,,
All In,Joe McBride,0.685,0.718,7,-8.213,1,0.0374,0.0747,0.831,0.0806,0.919,100.01,262907,4
Te Necesito,David Summers,,,,,,,,,,,,,
Monopoly On Sorrow,Suicidal Tendencies,0.388,0.888,11,-6.929,1,0.0745,0.00455,7.84e-05,0.0975,0.528,130.102,310544,4
Twelve Ounce (Album Version),Home Town Hero,,,,,,,,,,,,,
Communication,Mario Piu,,,,,,,,,,,,,
Gia,Despina Vandi,0.75,0.938,10,-5.92,0,0.0432,0.00587,0.463,0.149,0.761,130.024,253067,4
Mr. Marshall,Johnny Osbourne,,,,,,,,,,,,,
Feel Like Blowing My Horn,Robert Lockwood_ Jr.,,,,,,,,,,,,,
We Who Finish Last,Shai Hulud,0.327,0.995,5,-3.808,1,0.172,0.0076,0,0.902,0.335,136.241,188333,1
The First Cut Is The Deepest,Little Angels,,,,,,,,,,,,,
Jones From Indiana,Daughters,0.239,0.994,8,-4.503,0,0.278,1.77e-05,0.0533,0.367,0.0417,87.497,64987,4
Simon,Lifehouse,0.447,0.676,8,-7.141,0,0.0386,0.185,2.54e-06,0.0559,0.169,141.862,361000,4
LFO [Original by LFO],Luke Vibert,0.755,0.914,1,-5.821,1,0.0385,0.00999,0.807,0.252,0.0386,98.475,347880,4
Innsmouth Jewelry,Misty Roses,0.427,0.495,8,-11.427,1,0.0566,0.558,0.000212,0.159,0.204,103.013,290747,4
Where Have All The Clowns Gone,Michael Stanley Band,,,,,,,,,,,,,
La Pierrade,Bénabar,,,,,,,,,,,,,
People with honour,Wilks,,,,,,,,,,,,,
Your Heart Can Sing,Bruce BecVar,0.528,0.253,9,-14.187,1,0.0325,0.93,0.0379,0.143,0.214,135.811,257933,4
Don't Want To Know (1999 Digital Remaster),Bryan Ferry,,,,,,,,,,,,,
so long_ astoria,The Ataris,,,,,,,,,,,,,
Famous Girl,Chris Brown,0.793,0.81,5,-4.999,0,0.0673,0.0456,0,0.321,0.832,106.004,219227,4
The Greeting Song (Album Version),Red Hot Chili Peppers,,,,,,,,,,,,,
Love Theme From Night Of Dark Shadows (unused Version),Dark Shadows,,,,,,,,,,,,,
Trinity Definitely (Album Version),Don Davis,,,,,,,,,,,,,
Retarded Army,Rocky Whatule,0.358,0.982,10,-7.955,0,0.737,0.717,0,0.876,0.423,84.275,197667,4
Careless Whisper,Kenny G Featuring Brian McKnight,,,,,,,,,,,,,
Suicide,Redman,0.347,0.756,1,-12.096,0,0.793,0.078,3.73e-06,0.719,0.457,59.544,209867,4
To Your Door,Maria Forde,0.389,0.501,4,-9.365,1,0.0386,0.634,0,0.356,0.535,187.563,179000,4
Here's to the Lonely,Dr. Elmo,0.581,0.219,9,-18.032,1,0.0277,0.827,2.05e-06,0.139,0.546,102.352,223267,4
You Gotta Be Movin',Corona,,,,,,,,,,,,,
Lovin' Cup ( Remastered '97 Version ),The Paul Butterfield Blues Band,,,,,,,,,,,,,
Give The People,EPMD,0.738,0.596,1,-14.78,1,0.46,0.154,0.000364,0.269,0.84,98.658,215440,4
Planxty Morgan Magan/ The Morning Dew,The Irish Rovers,,,,,,,,,,,,,
Mamma pettenami,Chorus Line,0.474,0.182,2,-14.378,1,0.043,0.994,0.0287,0.307,0.261,42.436,150987,4
Tall Cool One,The Sonics,0.461,0.863,0,-8.467,1,0.182,0.93,0.933,0.112,0.494,81.517,143640,4
Call On Me,Bad Company,,,,,,,,,,,,,
Come Around (LP Version),Sister Hazel,,,,,,,,,,,,,
Black & White,Vanessa Daou,0.68,0.529,9,-11.202,0,0.0378,0.33,6.2e-05,0.0828,0.246,113.976,255173,4
The Real Trick,Slackbaba,0.697,0.852,11,-7.335,0,0.0509,0.0128,0.794,0.365,0.456,119.986,330467,4
Red Umbrella (Album Version),Faith Hill,,,,,,,,,,,,,
Grim Prospects (Harsh Remix),Schizoid,,,,,,,,,,,,,
Surrender To Me,Lara Fabian,,,,,,,,,,,,,
Yesterday,Brasilian Tropical Orchestra,0.354,0.442,5,-8.295,1,0.0276,0.0316,0.191,0.255,0.066,80.082,159467,4
Katherine,Steve Riley & The Mamou Playboys,0.545,0.672,7,-7.696,1,0.0356,0.477,9.03e-06,0.178,0.804,125.562,189373,3
Walpurgisnacht,K.I.Z.,,,,,,,,,,,,,
The Snows,Pentangle,0.657,0.263,9,-15.907,0,0.0305,0.787,0.0486,0.124,0.416,94.727,226187,4
3,DJ X-Change,,,,,,,,,,,,,
Grits Ain't Groceries,Rita Chiarelli,0.684,0.639,8,-4.621,1,0.0885,0.482,0,0.114,0.838,120.209,208413,4
Climate Control,Uphill Battle,0.219,0.92,2,-6.545,1,0.0904,3.04e-05,0.696,0.341,0.229,106.806,323373,4
Love Letter,Gerald Veasley,0.584,0.545,5,-11.681,0,0.028,0.719,0.78,0.33,0.366,91.999,251293,4
Gotta Pay (Produced by Oddisee),Wordsworth,,,,,,,,,,,,,
Notify The President Feat. Celestial Souljahz - Shabazz The Disciple & Freestyle,Massive Töne,,,,,,,,,,,,,
Nação,Clara Nunes,0.521,0.699,6,-11.902,1,0.0586,0.116,0,0.147,0.867,114.507,219467,4
Seven Drunken Nights,Ronnie Drew,0.602,0.54,9,-9.056,1,0.0511,0.583,5.75e-06,0.137,0.93,117.946,195013,5
Contagious,Y&T,0.516,0.962,4,-3.226,1,0.0554,0.0135,6.02e-06,0.0895,0.558,124.073,199800,4
Straight Coats,Kokane,0.916,0.522,5,-8.419,0,0.31,0.339,1.49e-06,0.0614,0.896,94.581,208027,4
Talk,Bert Kaempfert And His Orchestra,,,,,,,,,,,,,
Ai Bu Hui Yi Zhi Deng Ni,Ken Chu,,,,,,,,,,,,,
Meathead (Album Version) (Non-PA),Story Of The Year,,,,,,,,,,,,,
Kandiyohi,The Honeydogs,0.593,0.853,6,-6.8,1,0.0293,0.0119,0.0874,0.17,0.887,117.11,221067,4
They Reminisce Over You (Single Version),Pete Rock & C.L. Smooth,,,,,,,,,,,,,
Der Kleine Idiot,Marco Rima,,,,,,,,,,,,,
Why,Bescenta,0.711,0.667,1,-6.391,1,0.249,0.301,0.000821,0.0539,0.576,126.844,231907,4
19th Nervous Breakdown,Jason & The Scorchers,0.318,0.859,2,-12.612,1,0.0374,0.00282,0.00156,0.222,0.508,176.267,227600,4
Sexy Ladies,Justin Timberlake,0.896,0.452,6,-5.637,1,0.258,0.0171,0.00782,0.0645,0.644,99.905,238600,4
Packed Up And Took My Mind,Little Milton,0.615,0.487,7,-10.527,0,0.0353,0.115,0.0143,0.125,0.761,141.791,278533,4
Metamorphosis,Sonny Simmons,0.215,0.509,1,-14.805,1,0.0583,0.666,0.0375,0.0807,0.345,75.368,697987,4
Minuit sur terre,Alain-François,,,,,,,,,,,,,
Balon Combo,Mau Mau,0.657,0.929,11,-7.104,0,0.0757,0.124,0,0.0932,0.885,97.861,234200,3
Dreaming,Movado,0.723,0.833,5,-4.705,0,0.387,0.105,0,0.333,0.764,91.217,141000,4
Betty Et Tommy (Instrumental),Cali,,,,,,,,,,,,,
Why You Wanna Get Funky...,Del The Funky Homosapien,0.824,0.634,10,-7.939,0,0.333,0.0457,0,0.0882,0.421,91.034,316600,4
Moonlight Boy,Jim Chappell,0.429,0.114,5,-19.467,1,0.0708,0.993,0.927,0.103,0.0992,68.646,296133,4
Cold_ Cold Heart,Charlie Rich,,,,,,,,,,,,,
Nothin' On You [feat. Bruno Mars] (Album Version),B.o.B,,,,,,,,,,,,,
Two Note Swivel (Unfinished Outtake),Talking Heads,,,,,,,,,,,,,
You Are,Pearl Jam,0.609,0.6,8,-8.428,1,0.0256,0.067,0.288,0.107,0.399,94.883,268693,4
Tócale Las Palmas,Peret,,,,,,,,,,,,,
Stand Firm (2002 Digital Remaster),Peter Tosh,,,,,,,,,,,,,
Äi Jo,ÄI-TIEM,,,,,,,,,,,,,
Fotia Sta Savvatovrada (Live),Angela Dimitriou,,,,,,,,,,,,,
We Say No,The Freedom,,,,,,,,,,,,,
Don Toribio,Varios Artistas de Rumba,,,,,,,,,,,,,
Step Up,Flamin' Groovies,0.382,0.804,7,-8.949,1,0.0439,0.0215,0.00468,0.0348,0.697,79.555,199560,4
Wild Horse Road  (LP Version),John Stewart,,,,,,,,,,,,,
Ohe Nene,Roy Brown,,,,,,,,,,,,,
I Will (Patitu),UKW,,,,,,,,,,,,,
Ouragan,Oldelaf et Monsieur D,,,,,,,,,,,,,
Disco Medley (Live At Houston Astrodome),Selena,,,,,,,,,,,,,
I'll See You Sunday,Twila Paris,,,,,,,,,,,,,
Come Home With Me,Cam'Ron / Juelz Santana / Jimmy Jones,,,,,,,,,,,,,
Preaching Blues (Up Jumped The Devil) (1978 Version),John Hammond,,,,,,,,,,,,,
Bury Your Head (Acoustic),Saosin,,,,,,,,,,,,,
Pianolude,Usher,0.273,0.282,8,-17.855,1,0.0391,0.648,0.000108,0.915,0.465,104.199,212600,4
The Scarifice Ceremony,Max Steiner,,,,,,,,,,,,,
Último Desejo,Nana Caymmi,0.628,0.169,11,-13.491,0,0.0335,0.943,0.000296,0.0965,0.461,106.151,298933,4
You'll Never Know,Mindy McCready,,,,,,,,,,,,,
Amor Bonito,Pablo Montero,0.498,0.489,10,-7.985,1,0.0359,0.603,0,0.166,0.88,147.129,169827,3
Punisher (Loefah's SE25 Remix),Pinch,0.704,0.276,1,-16.751,1,0.097,0.161,0.345,0.279,0.363,145.998,347120,4
Let Me,Casual,0.826,0.768,4,-7.296,1,0.236,0.0504,0.000138,0.063,0.961,83.997,270787,4
Rudeboy Shuffling,Dwayne_ Gyptian,,,,,,,,,,,,,
Ten Cities Is Not A European Tour,Pagan Wanderer Lu,0.429,0.938,4,-5.351,0,0.113,0.49,0.335,0.25,0.118,176.068,297653,4
Le type d'en face,Guillaume Ledent,0.774,0.486,9,-6.225,0,0.0526,0.633,1.3e-06,0.0841,0.663,95.009,229920,4
The Race,Bikini Machine,0.121,0.781,9,-4.349,0,0.0427,5.34e-05,0.843,0.137,0.0741,163.59,282358,4
"""""""sample processing failed (part one: """"""""why don't you fuckin' remember anything ?"""""""")""""""",Aphasia,,,,,,,,,,,,,
Release,Perpetual Loop,,,,,,,,,,,,,
Un Cachito De Ti,Sergio Dalma,0.569,0.808,11,-5.389,1,0.0299,0.18,0,0.176,0.751,82.03,251933,4
Blue Skies,Blue October,0.651,0.967,7,-6.981,1,0.122,0.0428,0,0.223,0.365,116.978,223320,4
Samba De Una Nota So´,Joa~o Gilberto,,,,,,,,,,,,,
Who Killed Sparky?,Sasha,0.786,0.851,4,-5.58,0,0.0616,0.169,0.891,0.0842,0.494,125.993,589907,3
Zion Chant (Album Version),Freddie McGregor,,,,,,,,,,,,,
Windpower,Thomas Dolby,0.703,0.716,6,-13.612,0,0.203,0.0656,5.57e-06,0.136,0.226,127.492,259493,4
God You Are My God,Delirious,0.418,0.663,9,-10.013,1,0.0399,0.0308,0.00197,0.111,0.133,91.305,225093,4
God Unchanging,Jaime Jamgochian,0.48,0.724,7,-6.69,1,0.031,0.035,0,0.0744,0.595,151.841,231773,4
Cuerda viva,Varios,,,,,,,,,,,,,
Suan Shu,Candy Lo,,,,,,,,,,,,,
Avisame,Baby Rasta & Gringo,0.794,0.766,8,-9.187,0,0.0657,0.0704,0.000545,0.304,0.746,94.022,218697,4
Marta (Rambling Rose Of The Woods),Arthur Tracy,,,,,,,,,,,,,
Catcher In The Rye,Guns N' Roses,0.332,0.924,4,-6.722,1,0.0511,0.0393,0.00529,0.348,0.388,170.424,352987,4
Sk8 Tough,UK Subs,,,,,,,,,,,,,
Tema De Adrian,2 Minutos,,,,,,,,,,,,,
Bloodshed,Bruisers,,,,,,,,,,,,,
Io non ti invidio,Fabri Fibra,0.779,0.536,9,-6.794,1,0.552,0.199,0,0.329,0.554,92.115,228827,4
Reunion,Bobbie Gentry,0.687,0.416,0,-11.132,1,0.0858,0.373,0,0.0676,0.881,99.632,157693,4
Love And Wealth,Charlie Louvin,0.649,0.112,9,-21.399,1,0.0841,0.931,0,0.505,0.549,89.089,150773,4
Runaround (Live Version),Van Halen,,,,,,,,,,,,,
Whirlpool (LP Version),Ray Barretto,,,,,,,,,,,,,
Tengo Un Amor,Toby Love featuring Rakim & Ken-Y,,,,,,,,,,,,,
Imperial March,The London Pops Orchestra,,,,,,,,,,,,,
The Island etc.,Pagan Wanderer Lu,0.667,0.428,0,-10.758,1,0.0551,0.8,0.133,0.0631,0.463,170.01,236013,3
Temple Bells,Aeoliah,0.145,0.0587,3,-22.962,1,0.0393,0.982,0.97,0.0763,0.0385,67.028,269296,4
Sunday,Bebo Norman,0.498,0.554,5,-10.709,1,0.0307,0.359,1.54e-06,0.0687,0.315,90.187,219400,4
15º Off Cool (Album Version),Bill Engvall,,,,,,,,,,,,,
Ailleurs,France D' Amour,,,,,,,,,,,,,
Bleeding Love,Sandi Thom,,,,,,,,,,,,,
Cool Kid,Broadcast,0.864,0.59,0,-5.249,1,0.0439,0.0872,0.000206,0.221,0.98,128.673,227893,4
Epiphany,Bad Religion,0.601,0.921,2,-2.985,0,0.0321,0.00975,0.000474,0.0748,0.478,112.86,239813,4
My FoFo  (Album Version - Amended),Fat Joe,,,,,,,,,,,,,
Prefiero Decir Adios,Gisselle,0.459,0.444,5,-6.669,0,0.0291,0.821,1.49e-05,0.102,0.185,77.466,244360,4
Anonymous Phone Call,Bobby Vee,0.447,0.28,8,-12.193,1,0.0357,0.754,0,0.345,0.652,155.161,137467,3
Looking Back,John Mayall & The Bluesbreakers,0.673,0.459,0,-12.341,1,0.0385,0.505,0,0.0703,0.94,131.242,155333,3
Banana Split Republic,False Prophets,0.532,0.419,6,-15.801,1,0.403,0.00057,0.0189,0.284,0.771,115.688,156042,4
Eden,Mystic Rhythms Band,0.596,0.717,5,-9.02,1,0.0374,0.00162,0.546,0.109,0.305,122.878,453845,4
When I Was Drinking,Hem,0.308,0.274,4,-13.719,1,0.0325,0.871,0.0212,0.0971,0.262,111.673,224600,3
Think,The Rolling Stones,0.612,0.603,1,-12.08,0,0.0438,0.00507,0.134,0.18,0.606,133.038,189453,4
A Pretty Gal's Love,New Roanoke Jug Band,,,,,,,,,,,,,
Every Time I Look At You,Kiss,,,,,,,,,,,,,
Rave On (Live 1982),Marshall Crenshaw,,,,,,,,,,,,,
Mohawk Hunt,Kaskaad,,,,,,,,,,,,,
La Mona Jacinta,María Elena Walsh,0.463,0.291,0,-10.963,1,0.0666,0.885,0,0.11,0.799,165.371,149947,4
Don't Let Her Pull You Down,New Found Glory,,,,,,,,,,,,,
Zindegi,Chantal Chamandy,0.497,0.609,11,-7.14,0,0.0447,0.674,9.5e-05,0.154,0.335,169.879,256160,4
"""""""Then He Said_ """"""""Sing""""""",Ivan Parker,,,,,,,,,,,,,
Overture (Genesis & Job),Don Francisco,0.24,0.214,0,-18.023,1,0.034,0.0378,0.0972,0.107,0.0525,137.769,311160,5
Leaders Of Men,Joy Division,,,,,,,,,,,,,
Le Precipice,Daara J,0.782,0.607,1,-8.148,1,0.171,0.0682,0.000145,0.205,0.434,91.0,258293,4
Ten Thousand Angels,Mindy McCready,0.469,0.606,10,-5.684,1,0.0357,0.151,0,0.078,0.53,201.26,207227,4
Monkey Faced Woman,Otis Spann,0.44,0.106,5,-24.773,1,0.0366,0.965,0.000139,0.167,0.394,91.538,298560,4
Standing In The Darkness,Alias,0.467,0.768,9,-10.605,1,0.0422,0.015,0.0219,0.0983,0.46,140.436,274093,4
Baby_ I'm Your Man,Kevin Max,,,,,,,,,,,,,
Class Clown/Good Old Days (Reprise),Owsley,,,,,,,,,,,,,
Gammer Gerten's Needle,Deep Blue Something,0.244,0.785,7,-7.183,1,0.0419,0.00206,0.746,0.112,0.0813,157.43,196893,4
La Panadera,Pedro Laza Y Sus Pelayeros,0.712,0.84,8,-2.759,1,0.109,0.737,1.04e-05,0.238,0.862,123.304,156353,4
Leave My Kitten Alone,Little Willie John,0.503,0.637,8,-9.673,1,0.0333,0.648,3.7e-05,0.304,0.933,104.095,153739,4
Strange Way To Save The World,4Him,0.4,0.263,2,-12.623,1,0.0307,0.812,1.02e-06,0.333,0.338,119.802,270280,4
Caught - Special Way,Freedom,,,,,,,,,,,,,
That's Not the Way Love's Supposed to Be,Tora Tora,,,,,,,,,,,,,
Second Chance,The Sterns,0.456,0.946,9,-3.986,1,0.0337,4.33e-05,0.000282,0.104,0.701,94.076,162827,4
All About Our Love,Sade,0.804,0.52,4,-8.382,1,0.035,0.224,0.00518,0.0944,0.688,81.032,160627,4
This Is Not A Love Song,Public Image Ltd,,,,,,,,,,,,,
Pack Your Bags (Remix by Ralphi Rosario),Leana,0.691,0.761,10,-6.4,0,0.0383,0.00401,0.0016,0.0523,0.559,130.952,228160,4
De Tha Kano Piso,Konstantinos Galanos,0.675,0.727,8,-4.105,0,0.0319,0.384,3.35e-06,0.103,0.757,127.114,219720,5
I Know A Place,Joe Bonamassa,0.485,0.724,7,-6.734,1,0.0388,0.168,0.00122,0.16,0.604,149.895,258880,3
The Bells Of Rhymney,Roger McGuinn,0.43,0.214,1,-15.681,1,0.0465,0.892,8.51e-05,0.105,0.48,122.765,264693,4
I Got My Discharge Papers,Big Joe Turner,0.468,0.51,2,-6.463,0,0.0968,0.843,4.44e-05,0.242,0.526,85.731,161133,4
You are the summer,Gloria,,,,,,,,,,,,,
Je Marche Seul (Version Longue),Jean-Jacques Goldman,,,,,,,,,,,,,
Hootchie Cootchie Man,Rocky Hill,0.307,0.881,2,-5.507,1,0.0925,0.118,0.0106,0.0337,0.873,139.666,339467,1
Mind On,Ashes to Ashes,0.74,0.569,11,-9.694,1,0.0453,0.0725,0.00855,0.325,0.851,121.005,191880,4
The Letter That Johnny Walker Read,Asleep At The Wheel,0.474,0.445,4,-12.033,1,0.0743,0.58,0.000156,0.392,0.672,123.537,195627,4
Dr Kaotica,Organ Donors,,,,,,,,,,,,,
Long Way 2 Go [Friscia & Lamboy Club],Cassie,,,,,,,,,,,,,
Just My Imagination,Cornell Campbell,0.744,0.437,5,-13.368,0,0.0408,0.16,0,0.113,0.772,89.04,377400,4
Merry-Go-Round,Mötley Crüe,0.396,0.744,5,-7.417,0,0.0409,0.0184,0.00921,0.152,0.476,120.65,201347,4
Sunshine Anchorman Medley,Jonathan Edwards / Will Ferrell,,,,,,,,,,,,,
Lovin' You,Minnie Riperton,0.387,0.164,9,-14.617,1,0.085,0.962,0,0.0817,0.409,72.029,223144,4
Young Riders,Hot Boys,0.65,0.742,4,-6.15,0,0.366,0.0395,0,0.23,0.787,85.706,224053,1
I'm That Type Of Ni**a,The Pharcyde,,,,,,,,,,,,,
A Dustland Fairytale,The Killers,0.429,0.841,2,-6.501,1,0.0553,0.0436,0,0.0976,0.33,134.37,225160,4
Intro,Tha Liks,0.562,0.446,1,-11.743,1,0.502,0.00858,0.00365,0.165,0.881,41.214,41360,3
Somebody Sweet,John D. Loudermilk,0.535,0.635,7,-11.322,1,0.0573,0.302,0,0.159,0.887,175.273,114253,4
Die Romantic [Live],Aiden,,,,,,,,,,,,,
Why can't we live together,Sin Plomo,,,,,,,,,,,,,
Daybreak,Winterlight,0.471,0.791,0,-7.942,1,0.0287,0.113,0.971,0.11,0.286,100.005,328800,4
Crayon Sharpener,themselves,,,,,,,,,,,,,
Does It Float,Dinosaur Jr.,0.263,0.911,0,-4.364,1,0.183,0.0161,0.111,0.326,0.318,92.606,198533,4
Give U My Heart,Toni Braxton Featuring Babyface,,,,,,,,,,,,,
My Way (Alternate Studio Version),The Sex Pistols,,,,,,,,,,,,,
Along Comes Mary,Cal Tjader,0.531,0.343,9,-20.069,1,0.0347,0.929,0.843,0.106,0.865,143.577,200067,4
The Storm,Lloyd Spiegel,,,,,,,,,,,,,
Sentimental Man,Winston Reedy,0.984,0.395,11,-11.838,1,0.0653,0.0236,8.36e-05,0.0654,0.922,118.089,196200,4
God Don't Never Change,Blind Willie Johnson,0.556,0.143,0,-15.811,1,0.0626,0.957,3.12e-06,0.307,0.578,167.944,176600,4
Dark End Of The Street,Diamanda Galas,,,,,,,,,,,,,
Zydeco In D-Minor,"""""""Myrick """"""""Freeze"""""""" Guillory""""""",,,,,,,,,,,,,
The Wonderful World Of The Young,Danny Williams,0.319,0.24,5,-17.13,1,0.0306,0.964,0.00376,0.1,0.258,88.534,162827,3
The Hanged Man,Moonspell,0.404,0.636,4,-8.798,0,0.0325,0.0643,0.653,0.0795,0.0979,140.105,386333,4
The Forgotten Lands,David Arkenstone,0.562,0.525,9,-14.594,1,0.0283,0.456,0.883,0.311,0.713,141.957,314533,4
One the road (to Damnation),It Dies Today,,,,,,,,,,,,,
Down In Dixie,Grandpa Jones,,,,,,,,,,,,,
Harboring An Apparition,Mouth Of The Architect,,,,,,,,,,,,,
Shattered Life,Seventh Day Slumber,0.406,0.895,2,-5.282,0,0.0563,0.000429,3.25e-05,0.12,0.278,150.326,209693,4
Munster Song (Best of 2009),Mario Rosenstock,,,,,,,,,,,,,
Spend the Night featuring Rock Money and Paul Law,Tech N9ne,,,,,,,,,,,,,
Gutes Mädchen,Hassan Annouri,0.719,0.563,4,-7.535,0,0.141,0.0119,2.93e-06,0.176,0.476,95.963,259505,4
In Your Dreams,Justo Almario,,,,,,,,,,,,,
I Woke Up One Morning And I Could Hardly See,Sonny Terry / Brownie McGhee,,,,,,,,,,,,,
Patience,Guns N' Roses,0.457,0.297,6,-12.511,1,0.0306,0.686,0.000107,0.109,0.333,120.021,354880,4
Night Falls (The Weight Of It),Strata,0.292,0.959,5,-3.747,0,0.0958,0.023,0.000356,0.15,0.291,125.422,201547,4
Violet Heart Box,Willie Isz,,,,,,,,,,,,,
The World Is Waiting For The Sunrise,Bob Crosby,0.508,0.486,5,-11.954,1,0.0551,0.992,0.872,0.402,0.8,122.693,170467,4
Follow The Light,Dungeon Family,,,,,,,,,,,,,
Maybe You'll Love Me Too,Jazz Gillum,0.75,0.263,4,-15.317,1,0.0635,0.793,0.00347,0.351,0.845,98.081,191869,4
Let it go Interlude,PMD,,,,,,,,,,,,,
The Little Stack Of Barley / Cronin's Hornpipe,Séamus Ennis,,,,,,,,,,,,,
It Hurts Me Too,Jeremy Spencer,0.373,0.219,0,-15.557,1,0.0326,0.925,0.582,0.137,0.303,184.524,289960,3
Cocoricó (Abertura),Hélio Ziskind,0.84,0.827,4,-6.254,1,0.126,0.61,0.00768,0.118,0.965,100.414,62880,4
The Star-Spangled Banner (1998 Digital Remaster),Felix Slatkin/Concert Arts Symphonic Band,,,,,,,,,,,,,
Sebastian,Daylight Torn,0.477,0.488,6,-6.508,0,0.0263,0.175,2.69e-06,0.121,0.172,136.129,225027,4
Vulture 4,DJ Slugo,0.76,0.81,1,-11.503,1,0.0663,0.000104,0.848,0.0945,0.492,150.106,193053,4
Mort,Monique Morelli,0.211,0.18,5,-14.378,0,0.0394,0.549,1.15e-06,0.12,0.197,90.001,135773,4
Lucindy,Curt Bois,0.406,0.247,5,-14.296,1,0.0678,0.979,0.0111,0.193,0.227,85.777,185867,3
Gabriel's Oboe (La Mision),Carlos Nuñez,,,,,,,,,,,,,
No Matter How She Done It,Tampa Red,0.734,0.166,0,-14.628,1,0.089,0.995,0.0139,0.303,0.616,119.343,196360,4
Rhapsody In Blue (2003 Digital Remaster),Semprini,,,,,,,,,,,,,
My Little Blue One,Cowboy Mouth,0.504,0.593,2,-8.919,1,0.0273,0.00162,0,0.108,0.674,127.691,164560,4
Break Em,Ultra X,0.789,0.767,1,-7.927,1,0.144,0.0648,0,0.165,0.886,101.582,209133,4
Is This Legal,The Lord Henry,0.371,0.731,9,-4.871,1,0.0396,1.7e-05,2.59e-05,0.278,0.224,143.015,238573,4
Come On Home,Michael English,,,,,,,,,,,,,
Near You,Floyd Cramer,0.828,0.322,7,-16.08,1,0.0638,0.521,0.867,0.0674,0.797,111.645,117467,4
Track BALLERINA GIRL,Antonio Koudele,,,,,,,,,,,,,
Diamonds From Sierra Leone,Kanye West,,,,,,,,,,,,,
The Drama (intro),X-Ecutioners featuring Big Pun,,,,,,,,,,,,,
La Bambola,Los Iracundos,0.632,0.47,1,-10.661,0,0.0448,0.718,0.0058,0.104,0.865,125.987,149360,4
On The Edge Of Forever,Mannheim Steamroller,,,,,,,,,,,,,
Brasil pandeiro,Mart'nália,,,,,,,,,,,,,
Alone Together (Live Acoustic),John Wesley,,,,,,,,,,,,,
Soy Un Poco De Ti - Original,Yolandita Monge,,,,,,,,,,,,,
Rapaz De Bem,Sivuca,,,,,,,,,,,,,
Crazy Circles,Bad Company,0.441,0.612,2,-8.614,1,0.0297,0.354,0,0.152,0.638,97.422,211160,4
Hard Hitters,Dilated Peoples Featuring Black Thought,,,,,,,,,,,,,
Fica ma mi,Nichols,,,,,,,,,,,,,
Saca La Botella,Sonora Santanera,,,,,,,,,,,,,
Papa Don't Preach,Madonna,0.833,0.934,5,-3.243,0,0.0313,0.343,7.55e-06,0.0521,0.964,121.879,268533,4
Fortress,Tim Exile,0.62,0.788,1,-6.752,1,0.0914,0.14,0.0945,0.0981,0.365,109.957,369573,4
Start!,The Jam,0.633,0.351,0,-8.896,1,0.0506,0.00675,6.38e-05,0.108,0.913,139.335,149867,4
The Meantime,Phantom Planet,0.471,0.978,11,-3.124,0,0.12,4.86e-05,0.105,0.285,0.333,132.809,224000,4
Die Meisten,Samy Deluxe,0.694,0.853,1,-7.731,1,0.274,0.0136,0,0.0312,0.932,171.706,236008,4
Two Elegiac Melodies Op. 34: 2. The Last Spring,Sir Neville Marriner,,,,,,,,,,,,,
Are You Happy (Album Version),Drop Dead_ Gorgeous,,,,,,,,,,,,,
No Coward Soldier,The Jackson Southernaires,0.741,0.692,2,-11.27,1,0.0796,0.0583,0,0.132,0.704,115.428,273160,4
Akhan Nay Sharab,Pardesi,0.668,0.783,11,-12.773,0,0.0835,0.135,0,0.0786,0.96,90.799,263533,4
Thats life,Sane Band,,,,,,,,,,,,,
11th Street,Open Hand,0.195,0.915,10,-4.731,1,0.0834,0.00667,0,0.814,0.41,155.63,278627,4
Tre sonetti di Petrarca: III. I' vidi in terra angelici costumi - sonnet 156,Dennis O'Neill,,,,,,,,,,,,,
Too Far From The Tree,Angela Lashley,0.49,0.217,7,-14.21,1,0.0494,0.894,0.527,0.124,0.167,146.286,196209,1
It Takes A Village (To Raise A Nut) (Live),Tim Wilson,,,,,,,,,,,,,
The Climb/Paranoia,The Pharcyde,0.726,0.857,9,-5.701,0,0.331,0.121,1.65e-05,0.203,0.514,80.895,247160,4
Collide,Howie Day,0.636,0.625,11,-7.895,1,0.0277,0.222,5.35e-05,0.119,0.342,93.931,249120,4
Need,Tyrone Wells,0.506,0.528,8,-6.646,0,0.0375,0.0576,0,0.0871,0.422,81.067,204653,4
Baby's Got A Habit,Joe Lynn Turner,,,,,,,,,,,,,
Creep Live Version,Maximilian Hecker,,,,,,,,,,,,,
Dance Of Romance,Knack,,,,,,,,,,,,,
Everyday,Phil Collins,0.7,0.507,3,-8.52,1,0.0292,0.63,0.00159,0.126,0.372,94.705,342107,4
Stop!,Joe Bonamassa,0.349,0.523,11,-7.749,0,0.0382,0.362,0.000598,0.386,0.311,169.283,408467,3
